Frame,Scale,a_length,CN cation,CN_an,D3s_Energy,D3_Energy,Bond Length (Å),D3S Energy (eV/f.u),D3 Energy (eV/f.u)
20,1.7000000000000002,10.228516395000002,0.0169081663099503,0.0169081663099503,-0.0139467004671181,-0.0144205190285921,4.367576500665001,-0.37935025270561235,-0.3922381175777051
21,1.75,10.5293551125,0.0123225483493111,0.0123225483493111,-0.0122452351660376,-0.0126556308633089,4.4960346330375,-0.3330703965162227,-0.34423315948200206
22,1.8,10.83019383,0.0091372693346193,0.0091372693346193,-0.0106897748092159,-0.0110444701123551,4.62449276541,-0.29076187481067245,-0.3004095870560587
23,1.85,11.131032547500002,0.0068852538246913,0.0068852538246913,-0.0092873004797167,-0.0095931791000563,4.752950897782501,-0.25261457304829427,-0.2609344715215314
24,1.9,11.431871265,0.005266418957249,0.005266418957249,-0.0080384899732885,-0.0083017733223388,4.881409030155,-0.21864692727344717,-0.22580823436761535
25,1.95,11.7327099825,0.004084522998707,0.004084522998707,-0.006938468493052,-0.0071647780532105,5.0098671625275,-0.1887263430110144,-0.1948819630473256
26,2.0,12.0335487,0.0032090164424559,0.0032090164424559,-0.0059781641267519,-0.0061725410924336,5.1383252949000005,-0.16260606424765167,-0.1678931177141939
27,2.05,12.3343874175,0.0025516201276026,0.0025516201276026,-0.005145812269132,-0.0053127309764478,5.2667834272725,-0.1399660937203904,-0.14450628255938017
28,2.1,12.635226135000002,0.0020517055705676,0.0020517055705676,-0.0044283099409516,-0.0045716998985101,5.395241559645001,-0.12045003039388351,-0.12435023723947472
29,2.1500000000000004,12.936064852500005,0.0016670192972886,0.0016670192972886,-0.0038122782397964,-0.0039355577409806,5.523699692017502,-0.10369396812246208,-0.10704717055467232
30,2.2,13.236903570000004,0.0013677036666058,0.0013677036666058,-0.0032848052671433,-0.0033909242110027,5.6521578243900015,-0.08934670326629776,-0.09223313853927344
31,2.25,13.5377422875,0.0011323834109315,0.0011323834109315,-0.0028339061348056,-0.0029253940600899,5.7806159567625,-0.07708224686671232,-0.07957071843444528
32,2.3,13.838581005,0.0009455666152531,0.0009455666152531,-0.0024487622231203,-0.0025277777725616,5.909074089135,-0.06660633246887217,-0.06875555541367552
33,2.35,14.1394197225,0.0007958945251142,0.0007958945251142,-0.0021198038059074,-0.002188182746116,6.0375322215075,-0.057658663520681275,-0.0595185706943552
34,2.4000000000000004,14.440258440000004,0.0006749473150427,0.0006749473150427,-0.0018386907531961,-0.0018979906852695,6.165990353880002,-0.050012388486933915,-0.0516253466393304
35,2.45,14.741097157500002,0.0005764189490303,0.0005764189490303,-0.0015982331195214,-0.0016497738711659,6.2944484862525005,-0.04347194085098208,-0.04487384929571248
36,2.5,15.041935875,0.000495540249563,0.000495540249563,-0.0013922811289113,-0.001437180448795,6.4229066186249995,-0.03787004670638736,-0.039091308207224
37,2.55,15.3427745925,0.0004286709411061,0.0004286709411061,-0.0012156040279975,-0.0012548086207477,6.551364750997499,-0.033064429561532,-0.03413079448433744
38,2.6,15.64361331,0.0003730080764429,0.0003730080764429,-0.0010637698012077,-0.0010980819909076,6.679822883369999,-0.02893453859284944,-0.02986783015268672
39,2.6500000000000004,15.944452027500002,0.0003263755169443,0.0003263755169443,-0.000933032525363,-0.0009631329642033,6.808281015742501,-0.0253784846898736,-0.026197216626329758
40,2.7,16.245290745000002,0.000287070461135,0.000287070461135,-0.0008202306927458,-0.000846697580162,6.9367391481150005,-0.02231027484268576,-0.0230301741804064
41,2.75,16.5461294625,0.00025375053105,0.00025375053105,-0.0007226976676543,-0.0007460229444415,7.0651972804875,-0.01965737656019696,-0.0202918240888088
42,2.8,16.84696818,0.000225349969859,0.000225349969859,-0.0006381841616758,-0.0006587871147074,7.19365541286,-0.01735860919758176,-0.01791900952004128
43,2.85,17.1478068975,0.0002010169261492,0.0002010169261492,-0.0005647919161092,-0.0005830305866045,7.3221135452325,-0.015362340118170241,-0.0158584319556424
44,2.9000000000000004,17.448645615000004,0.0001800661456497,0.0001800661456497,-0.00050091745226,-0.0005170981929536,7.4505716776050015,-0.013624954701471998,-0.014065070848337921
45,2.95,17.749484332500003,0.0001619430145512,0.0001619430145512,-0.0004452046462235,-0.000459590125561,7.579029809977501,-0.0121095663772792,-0.012500851415259199
